timestamp,open,high,low,close,volume,close_return,volume_change,return_15m,volume_15m,funding_rate,open_interest,sentiment,rsi_14,macd_diff,bb_upper,bb_lower,bb_width,target,label
2025-06-18 20:00:00,1.11,1.14,1.1,1.12,248189437.84671938,0.0,0.0,0.0,248189437.84671938,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15425714285714298,-1
2025-06-19 00:00:00,1.11,1.15,1.098,1.11,248189437.84671938,-0.008928571428571397,0.0,-0.008928571428571397,496378875.69343877,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15138018018018018,-1
2025-06-19 04:00:00,1.12,1.14,1.1,1.11,248189437.84671938,0.0,0.0,-0.008928571428571397,744568313.5401582,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19611531531531534,-1
2025-06-19 08:00:00,1.11,1.11,1.085,1.089,248189437.84671938,-0.01891891891891906,0.0,-0.027678571428571552,992757751.3868775,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23037649219467404,-1
2025-06-19 12:00:00,1.088,1.1,1.083,1.084,248189437.84671938,-0.0045913682277317625,0.0,-0.03214285714285714,1240947189.2335968,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18858394833948344,-1
2025-06-19 16:00:00,1.079,1.086,0.998574,0.998574,174152021.2114137,-0.07880627306273069,-0.29831010246709544,-0.10841607142857157,1415099210.4450107,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13215445224890687,-1
2025-06-19 20:00:00,1.003,1.041,1.003,1.014,174152021.2114137,0.015448028889196053,0.0,-0.09464285714285725,1589251231.6564243,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1296587771203156,-1
2025-06-20 00:00:00,1.011,1.041,1.008,1.038,174152021.2114137,0.02366863905325456,0.0,-0.07321428571428579,1763403252.8678381,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18391040462427743,-1
2025-06-20 04:00:00,1.036,1.041,1.026,1.034,174152021.2114137,-0.003853564547206201,0.0,-0.07678571428571435,1937555274.0792518,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18197582205029017,-1
2025-06-20 08:00:00,1.035,1.045,1.011,1.045,174152021.2114137,0.010638297872340274,0.0,-0.06696428571428592,2111707295.2906654,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1915033492822965,-1
2025-06-20 12:00:00,1.05,1.056,1.029,1.042,174152021.2114137,-0.002870813397129135,0.0,-0.06964285714285723,2285859316.502079,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11083685220729367,-1
2025-06-20 16:00:00,1.048,1.05,0.933388,0.933388,260002144.29952648,-0.10423416506717853,0.4929608194664252,-0.16661785714285726,2545861460.8016057,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009404449167977225,-1
2025-06-20 20:00:00,0.936766,0.943098,0.889958,0.92143,260002144.29952648,-0.012811392475583605,0.0,-0.17729464285714291,2805863605.1011324,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031570493689155876,-1
2025-06-21 00:00:00,0.924396,0.959619,0.924396,0.932504,260002144.29952648,0.012018275940657519,0.0,-0.16740714285714298,3065865749.4006586,0.005,0.0,0.0,20.134073519318306,0.0,0.0,0.0,0.0,-0.024683004040733314,-1
2025-06-21 04:00:00,0.931364,0.939898,0.923415,0.938177,260002144.29952648,0.006083620016643421,0.0,-0.16234196428571435,3325867893.7001853,0.005,0.0,0.0,22.31477858070842,0.0,0.0,0.0,0.0,-0.06299557546177326,-1
2025-06-21 08:00:00,0.938493,0.947232,0.925608,0.947232,260002144.29952648,0.00965169685464451,0.0,-0.1466378378378379,3337680600.1529922,0.005,0.0,0.0,25.79746593482038,0.0,0.0,0.0,0.0,0.05090305226174796,1
2025-06-21 12:00:00,0.944465,0.944465,0.929316,0.941968,260002144.29952648,-0.005557244687679375,0.0,-0.15138018018018018,3349493306.605799,0.005,0.0,0.0,25.093188080915596,0.0,0.0,0.0,0.0,0.1178723693373871,1
2025-06-21 16:00:00,0.939885,0.945779,0.88779,0.892312,200030287.29346922,-0.05271516654493569,-0.23065908616880004,-0.18061340679522497,3301334156.052549,0.005,0.0,0.0,19.644926723279994,0.0,0.0,0.0,0.0,0.14645998260698034,1
2025-06-21 20:00:00,0.895211,0.904814,0.821384,0.83812,200030287.29346922,-0.060732120603555706,0.0,-0.2268265682656827,3253175005.499299,0.005,0.0,0.0,15.651056999587055,0.0,0.0,0.0,0.0,0.24564501503364689,1
2025-06-22 00:00:00,0.839079,0.879575,0.839079,0.879575,200030287.29346922,0.04946189089867792,0.0,-0.11916893490116909,3205015854.9460487,0.005,0.0,0.0,27.751439607338696,0.0,1.1611123743125784,0.8298156256874215,0.3766554854619071,0.1687462695051587,1
2025-06-22 04:00:00,0.900415,0.921104,0.861817,0.866608,200030287.29346922,-0.014742347156296964,0.0,-0.14535700197238655,3230894121.0281043,0.005,0.0,0.0,26.472186314547443,0.0,1.1471605751813923,0.8184282248186079,0.37933223598534094,0.21046655465908448,1
2025-06-22 08:00:00,0.868589,0.894258,0.858158,0.882526,200030287.29346922,0.01836816646049888,0.0,-0.14978227360308283,3256772387.11016,0.005,0.0,0.0,30.69561727315717,0.0,1.1303964617073752,0.8124449382926249,0.36027439805144584,0.1433090923100282,1
2025-06-22 12:00:00,0.885448,0.885448,0.842572,0.847101,200030287.29346922,-0.040140460451023596,0.0,-0.18075338491295945,3282650653.1922154,0.005,0.0,0.0,26.98127247636225,0.0,1.112653102783205,0.8038983972167949,0.36448393469776336,0.21827267350646506,1
2025-06-22 16:00:00,0.84877,0.870059,0.806021,0.845837,295795323.5061438,-0.0014921479256901904,0.4787526804487132,-0.19058660287081342,3404293955.4869456,0.005,0.0,0.0,26.85639747695093,0.0,1.0956228280000944,0.7966123719999058,0.35350836626937415,0.28748210352585657,1
