timestamp,open,high,low,close,volume,close_return,volume_change,return_15m,volume_15m,funding_rate,open_interest,sentiment,rsi_14,macd_diff,bb_upper,bb_lower,bb_width,target,label
2025-06-11 04:00:00,165.07,167.13,163.73,167.13,5796688364.492554,0.0,0.0,0.0,5796688364.492554,0.01,8587498.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.11811164961407294,-1
2025-06-11 08:00:00,166.17,166.72,164.65,166.64,5796688364.492554,-0.002931849458505442,0.0,-0.002931849458505442,11593376728.985107,0.01,8587498.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.12914066250600087,-1
2025-06-11 12:00:00,166.68,166.81,164.33,164.33,5796688364.492554,-0.013862217954872635,0.0,-0.0167534254771734,17390065093.47766,0.01,8587498.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.09614799488833448,-1
2025-06-11 16:00:00,164.39,167.8,164.09,166.94,5796688364.492554,0.015882675104971655,0.0,-0.0011368395859510105,23186753457.970215,0.01,8587498.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.12076195040134174,-1
2025-06-11 20:00:00,167.05,167.09,162.8,162.8,5796688364.492554,-0.02479932910027549,0.0,-0.02590797582720028,28983441822.46277,0.01,8587498.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.10153562653562653,-1
2025-06-12 00:00:00,162.73,163.81,159.6,161.02,5796688364.492554,-0.010933660933660994,0.0,-0.03655836773768917,34780130186.95532,0.01,8587498.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.09520556452614592,-1
2025-06-12 04:00:00,161.03,161.06,159.55,160.08,5796688364.492554,-0.005837784126195511,0.0,-0.04218273200502598,40576818551.447876,0.01,8587498.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.0992628685657172,-1
2025-06-12 08:00:00,159.95,160.16,158.83,158.89,5796688364.492554,-0.0074337831084458905,0.0,-0.0493029378328248,46373506915.94043,0.01,8587498.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.095474856819183,-1
2025-06-12 12:00:00,158.84,159.84,157.66,157.76,5796688364.492554,-0.007111838378752622,0.0,-0.05606414168611262,52170195280.43298,0.01,8587498.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.08246703853955373,-1
2025-06-12 16:00:00,157.77,160.4,157.52,157.52,3971540185.958896,-0.0015212981744420206,-0.3148604968508485,-0.057500149584155946,56141735466.39188,0.01,8587498.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.0745302183849671,-1
